,0,1,2
5462,within,month,pros
5463,provid,good,protect
5464,good,protect,and
5465,protect,and,look
5466,and,look,classi
5467,look,classi,too
5468,krussel,alway,good
5469,the,tracfonewebsit,is
5470,tracfonewebsit,is,user
5471,is,user,friend
5472,make,it,easi
5473,it,easi,toactiv
5474,easi,toactiv,etc
5475,toactiv,etc,the
5476,the,design,is
5477,veri,good,i
5478,good,i,great
5479,i,great,recept
5480,great,recept,all
5481,recept,all,the
5482,all,the,time
5483,the,time,i
5484,recommend,this,product
5485,couldn,t,use
5486,t,use,the
5487,use,the,unit
5488,the,unit,with
5489,unit,with,sunglass
5490,with,sunglass,not
5491,sunglass,not,good
5492,not,good,in
5493,good,in,texa
5494,it,dit,not
5495,dit,not,work
5496,not,work,most
5497,work,most,of
5498,most,of,the
5499,of,the,time
5500,the,time,with
5501,time,with,my
5502,with,my,nokia
5503,bought,main,for
5504,main,for,the
5505,for,the,charger
5506,the,charger,which
5507,charger,which,broke
5508,which,broke,soon
5509,broke,soon,after
5510,soon,after,purchas
5511,if,you,like
5512,you,like,a
5513,like,a,loud
5514,a,loud,buzz
5515,loud,buzz,to
5516,buzz,to,overrid
5517,to,overrid,all
5518,overrid,all,your
5519,all,your,convers
5520,your,convers,then
5521,convers,then,this
5522,phone,is,for
5523,is,for,you
5524,fantast,buy,and
5525,buy,and,will
5526,and,will,get
5527,will,get,again
5528,get,again,for
5529,again,for,whatev
5530,for,whatev,my
5531,whatev,my,next
5532,my,next,phone
5533,next,phone,is
5534,away,from,this
5535,from,this,store
5536,this,store,be
5537,store,be,care
5538,be,care,this
5539,this,blueant,supertooth
5540,blueant,supertooth,hand
5541,supertooth,hand,free
5542,hand,free,phone
5543,free,phone,speaker
5544,phone,speaker,is
5545,speaker,is,awesom
5546,item,arriv,quick
5547,arriv,quick,and
5548,quick,and,work
5549,great,with,my
5550,with,my,metro
5551,my,metro,pcs
5552,metro,pcs,samsung
5553,pcs,samsung,sch
5554,samsung,sch,slider
5555,sch,slider,phone
5556,slider,phone,and
5557,phone,and,soni
5558,and,soni,premium
5559,soni,premium,sound
5560,premium,sound,in
5561,sound,in,ear
5562,in,ear,plug
5563,is,light,has
5564,light,has,plenti
5565,has,plenti,of
5566,plenti,of,batteri
5567,of,batteri,capac
5568,capac,and,is
5569,veri,confort,to
5570,confort,to,wear
5571,to,wear,for
5572,wear,for,somewhat
5573,for,somewhat,extend
5574,somewhat,extend,period
5575,extend,period,of
5576,period,of,time
5577,blue,ant,is
5578,ant,is,easi
5579,cheap,but,hey
5580,but,hey,it
5581,hey,it,work
5582,it,work,was
5583,work,was,pleasant
5584,was,pleasant,supris
5585,pleasant,supris,given
5586,supris,given,the
5587,given,the,low
5588,the,low,cost
5589,low,cost,of
5590,cost,of,this
5591,of,this,item
5592,this,item,the
5593,the,camera,on
5594,phone,may,be
5595,may,be,use
5596,be,use,as
5597,use,as,a
5598,as,a,dustpan
5599,a,dustpan,when
5600,dustpan,when,indoor
5601,when,indoor,i
5602,indoor,i,d
5603,i,d,rather
5604,d,rather,be
5605,rather,be,use
5606,be,use,a
5607,use,a,dispos
5608,a,dispos,then
5609,dispos,then,this
5610,then,this,then
5611,then,a,few
5612,a,few,day
5613,few,day,later
5614,day,later,the
5615,later,the,a
5616,the,a,puff
5617,a,puff,of
5618,puff,of,smoke
5619,of,smoke,came
5620,smoke,came,out
5621,came,out,of
5622,phone,while,in
5623,while,in,use
5624,in,use,it
5625,use,it,s
5626,s,veri,conveni
5627,veri,conveni,and
5628,conveni,and,simpl
5629,and,simpl,to
5630,use,get,job
5631,get,job,done
5632,job,done,make
5633,done,make,the
5634,make,the,car
5635,the,car,ride
5636,car,ride,so
5637,ride,so,much
5638,so,much,smoother
5639,much,smoother,the
5640,the,nano,state
5641,nano,state,it
5642,state,it,my
5643,it,my,son
5644,my,son,was
5645,son,was,dissapoint
5646,was,dissapoint,the
5647,qualiti,is,excel
5648,is,excel,as
5649,well,it,the
5650,it,the,best
5651,the,best,headset
5652,best,headset,i
5653,would,not,reccommend
5654,they,have,been
5655,have,been,around
5656,been,around,for
5657,around,for,year
5658,for,year,and
5659,year,and,carri
5660,and,carri,the
5661,carri,the,highest
5662,the,highest,qualiti
5663,highest,qualiti,of
5664,qualiti,of,anti
5665,of,anti,glare
5666,anti,glare,screen
5667,glare,screen,protector
5668,screen,protector,that
5669,protector,that,i
5670,i,have,found
5671,found,to,date
5672,just,what,i
5673,this,particular,model
5674,particular,model,would
5675,model,would,not
5676,would,not,work
5677,with,my,motorola
5678,my,motorola,q
5679,motorola,q,smartphon
5680,wont,work,right
5681,work,right,or
5682,right,or,atleast
5683,or,atleast,for
5684,atleast,for,me
5685,for,me,in
5686,in,addit,it
5687,addit,it,feel
5688,it,feel,amp
5689,feel,amp,look
5690,amp,look,as
5691,look,as,if
5692,as,if,the
5693,phone,is,all
5694,is,all,lightweight
5695,all,lightweight,cheap
5696,lightweight,cheap,plastic
5697,but,now,that
5698,now,that,it
5699,is,out,of
5700,out,of,warranti
5701,of,warranti,the
5702,warranti,the,same
5703,same,problem,reoccur
5704,problem,reoccur,bottom
5705,reoccur,bottom,line
5706,bottom,line,put
5707,line,put,your
5708,put,your,money
5709,your,money,somewher
5710,money,somewher,els
5711,somewher,els,cingular
5712,els,cingular,will
5713,cingular,will,not
5714,will,not,support
5715,not,support,it
5716,it,i,realli
5717,i,realli,want
5718,realli,want,the
5719,want,the,plantron
5720,the,plantron,to
5721,plantron,to,be
5722,be,the,right
5723,the,right,one
5724,right,one,but
5725,one,but,it
5726,but,it,has
5727,it,has,too
5728,has,too,mani
5729,too,mani,issu
5730,mani,issu,for
5731,issu,for,me
5732,for,me,the
5733,me,the,good
5734,the,good,great
5735,crisp,and,clear
5736,the,first,charg
5737,first,charg,kept
5738,charg,kept,go
5739,kept,go,dead
5740,go,dead,after
5741,dead,after,minut
5742,veri,cheap,plastic
5743,cheap,plastic,creak
5744,plastic,creak,like
5745,creak,like,an
5746,like,an,old
5747,an,old,wooden
5748,old,wooden,floor
5749,i,get,absolut
5750,get,absolut,horribl
5751,absolut,horribl,recept
5752,horribl,recept,in
5753,recept,in,my
5754,in,my,apart
5755,my,apart,where
5756,apart,where,with
5757,where,with,other
5758,with,other,phone
5759,other,phone,i
5760,i,have,not
5761,have,not,had
5762,not,had,this
5763,had,this,problem
5764,this,problem,the
5765,the,recept,has
5766,recept,has,been
5767,has,been,general
5768,been,general,good
5769,excel,sound,batteri
5770,sound,batteri,life
5771,life,and,inconspicu
5772,and,inconspicu,to
5773,inconspicu,to,boot
5774,great,bluetooth,i
5775,recommend,this,case
5776,after,my,phone
5777,my,phone,got
5778,phone,got,to
5779,got,to,be
5780,to,be,about
5781,be,about,a
5782,a,year,old
5783,year,old,it
5784,old,it,s
5785,s,been,slowli
5786,been,slowli,break
5787,slowli,break,despit
5788,break,despit,much
5789,despit,much,care
5790,much,care,on
5791,care,on,my
5792,on,my,part
5793,i,am,sorri
5794,sorri,i,made
5795,i,made,this
5796,made,this,purchas
5797,purchas,i,bought
5798,i,bought,these
5799,bought,these,hope
5800,these,hope,i
5801,hope,i,could
5802,i,could,make
5803,could,make,my
5804,make,my,bluetooth
5805,bluetooth,headset,fit
5806,headset,fit,better
5807,fit,better,but
5808,better,but,these
5809,but,these,thing
5810,these,thing,made
5811,thing,made,it
5812,made,it,imposs
5813,it,imposs,to
5814,imposs,to,wear
5815,treo,and,t
5816,and,t,mobil
5817,t,mobil,refus
5818,mobil,refus,to
5819,refus,to,replac
5820,again,and,forc
5821,and,forc,me
5822,forc,me,to
5823,me,to,buy
5824,to,buy,anoth
5825,buy,anoth,phone
5826,anoth,phone,without
5827,phone,without,ani
5828,without,ani,kind
5829,kind,of,upgrad
5830,of,upgrad,discount
5831,upgrad,discount,it
5832,it,was,horribl
5833,don,t,think
5834,t,think,it
5835,think,it,would
5836,it,would,hold
5837,hold,it,too
5838,it,too,secur
5839,too,secur,on
5840,secur,on,your
5841,on,your,belt
5842,your,belt,this
5843,this,allow,the
5844,allow,the,possibl
5845,the,possibl,of
5846,possibl,of,doubl
5847,of,doubl,book
5848,doubl,book,for
5849,book,for,the
5850,for,the,same
5851,the,same,date
5852,same,date,and
5853,time,after,the
5854,after,the,first
5855,they,work,about
5856,work,about,week
5857,about,week,then
5858,week,then,break
5859,is,simpl,to
5860,simpl,to,use
5861,use,and,i
5862,and,i,like
5863,i,like,it
5864,like,it,it
5865,it,it,s
5866,a,great,tool
5867,tool,for,entertain
5868,for,entertain,communic
5869,entertain,communic,and
5870,communic,and,data
5871,and,data,manag
5872,data,manag,oh
5873,manag,oh,be
5874,oh,be,sure
5875,be,sure,to
5876,sure,to,use
5877,to,use,activesync
5878,use,activesync,for
5879,activesync,for,optim
5880,for,optim,data
5881,optim,data,synchron
5882,data,synchron,result
5883,i,can,t
5884,can,t,use
5885,t,use,this
5886,use,this,case
5887,this,case,becaus
5888,becaus,the,smell
5889,the,smell,is
5890,smell,is,disgust
5891,not,what,i
5892,i,want,i
5893,i,own,of
5894,own,of,these
5895,of,these,case
5896,these,case,and
5897,case,and,would
5898,and,would,order
5899,would,order,anoth
5900,great,phone,i
5901,phone,i,bought
5902,bought,this,batteri
5903,this,batteri,with
5904,batteri,with,a
5905,with,a,coupon
5906,a,coupon,from
5907,coupon,from,amazon
5908,from,amazon,and
5909,amazon,and,i
5910,i,m,veri
5911,m,veri,happi
5912,my,purchas,the
5913,internet,access,was
5914,access,was,fine
5915,was,fine,it
5916,fine,it,the
5917,it,the,rare
5918,the,rare,instanc
5919,rare,instanc,that
5920,instanc,that,it
5921,that,it,work
5922,it,work,perfect
5923,work,perfect,for
5924,perfect,for,the
5925,five,star,plus
5926,star,plus,plus
5927,good,qualiti,bargain
5928,qualiti,bargain,i
5929,bargain,i,bought
5930,bought,this,after
5931,this,after,i
5932,after,i,bought
5933,i,bought,a
5934,bought,a,cheapi
5935,a,cheapi,from
5936,cheapi,from,big
5937,from,big,lot
5938,big,lot,that
5939,lot,that,sound
5940,that,sound,aw
5941,sound,aw,and
5942,aw,and,peopl
5943,and,peopl,on
5944,peopl,on,the
5945,on,the,other
5946,the,other,end
5947,other,end,couldn
5948,end,couldn,t
5949,couldn,t,hear
5950,t,hear,me
5951,the,drain,i
5952,i,tri,talk
5953,tri,talk,real
5954,talk,real,loud
5955,real,loud,but
5956,loud,but,shout
5957,but,shout,on
5958,shout,on,the
5959,on,the,telephon
5960,the,telephon,get
5961,telephon,get,old
5962,get,old,and
5963,old,and,i
5964,and,i,was
5965,i,was,still
5966,was,still,told
5967,still,told,it
5968,told,it,wasn
5969,wasn,t,great
5970,good,work,fine
5971,fine,for,the
5972,price,this,was
5973,this,was,a
5974,was,a,great
5975,great,deal,great
5976,great,price,too
5977,if,there,is
5978,is,a,wind
5979,a,wind,it
5980,is,complet,useless
5981,s,shini,on
5982,shini,on,front
5983,on,front,side
5984,front,side,and
5985,side,and,i
5986,and,i,love
5987,not,work,at
5988,at,first,i
5989,first,i,thought
5990,i,thought,i
5991,i,was,grtting
5992,was,grtting,a
5993,grtting,a,good
5994,a,good,deal
5995,good,deal,at
5996,deal,at,until
5997,at,until,i
5998,until,i,plug
5999,plug,it,into
6000,it,into,my
6001,into,my,phone
6002,my,phone,razr
6003,the,recept,through
6004,recept,through,this
6005,through,this,headset
6006,this,headset,is
6007,headset,is,excel
6008,thumb,up,to
6009,up,to,this
6010,to,this,seller
6011,i,have,a
6012,have,a,verizon
6013,a,verizon,lg
6014,verizon,lg,phone
6015,lg,phone,and
6016,phone,and,they
6017,and,they,work
6018,well,togeth,good
6019,togeth,good,recept
6020,good,recept,and
6021,recept,and,rang
6022,and,rang,that
6023,rang,that,exceed
6024,that,exceed,feet
6025,exceed,feet,line
6026,feet,line,of
6027,line,of,sight
6028,improp,descript,i
6029,descript,i,had
6030,had,to,return
6031,return,it,it
6032,it,it,work
6033,batteri,charg,life
6034,charg,life,is
6035,life,is,quit
6036,is,quit,long
6037,the,jabra,eargel
6038,jabra,eargel,fit
6039,eargel,fit,my
6040,my,ear,veri
6041,ear,veri,well
6042,batteri,has,no
6043,has,no,life
6044,i,check,everywher
6045,check,everywher,and
6046,everywher,and,there
6047,and,there,is
6048,there,is,no
6049,is,no,featur
6050,no,featur,for
6051,featur,for,it
6052,for,it,which
6053,which,is,realli
6054,is,realli,disappoint
6055,product,is,exact
6056,is,exact,as
6057,exact,as,describ
6058,get,a,signal
6059,a,signal,when
6060,signal,when,other
6061,when,other,verizon
6062,other,verizon,phone
6063,verizon,phone,won
6064,phone,won,t
6065,t,doesn,t
6066,t,do,the
6067,do,the,job
6068,the,job,i
6069,would,recommend,it
6070,plan,on,order
6071,on,order,from
6072,order,from,them
6073,them,again,and
6074,again,and,again
6075,that,be,said
6076,be,said,for
6077,said,for,a
6078,the,camera,is
6079,veri,nice,mani
6080,nice,mani,cool
6081,mani,cool,effect
6082,cool,effect,to
6083,effect,to,play
6084,to,play,with
6085,play,with,and
6086,with,and,video
6087,and,video,is
6088,video,is,decent
6089,is,decent,as
6090,well,i,have
6091,i,have,been
6092,have,been,veri
6093,been,veri,satisfi
6094,veri,satisfi,with
6095,satisfi,with,this
6096,with,this,cell
6097,cell,phone,from
6098,phone,from,day
6099,from,day,one
6100,one,they,keep
6101,they,keep,get
6102,keep,get,better
6103,get,better,and
6104,better,and,better
6105,this,is,my
6106,is,my,third
6107,my,third,one
6108,third,one,and
6109,one,and,i
6110,and,i,ve
6111,ve,had,numer
6112,had,numer,palm
6113,numer,palm,too
6114,awkward,to,use
6115,use,and,unreli
6116,the,ship,time
6117,ship,time,was
6118,time,was,also
6119,was,also,veri
6120,also,veri,quick
6121,as,i,had
6122,i,had,hope
6123,had,hope,good
6124,t,work,realli
6125,unfortun,it,did
6126,not,work,all
6127,all,three,broke
6128,three,broke,within
6129,broke,within,two
6130,within,two,month
6131,two,month,of
6132,month,of,use
6133,dont,buy,it
6134,my,father,has
6135,father,has,the
6136,has,the,and
6137,the,and,the
6138,batteri,is,die
6139,ear,pad,come
6140,pad,come,off
6141,come,off,easili
6142,off,easili,and
6143,easili,and,after
6144,and,after,onli
6145,after,onli,one
6146,onli,one,week
6147,one,week,i
6148,week,i,lost
6149,i,lost,one
6150,lost,one,the
6151,phone,come,on
6152,come,on,and
6153,off,at,will
6154,at,will,the
6155,will,the,screen
6156,the,screen,goe
6157,screen,goe,black
6158,goe,black,and
6159,the,worst,of
6160,worst,of,all
6161,of,all,it
6162,all,it,stop
6163,it,stop,ring
6164,stop,ring,intermitt
6165,horribl,horribl,protector
6166,don,t,like
6167,t,like,this
6168,like,this,nokia
6169,this,nokia,either
6170,reach,for,the
6171,for,the,bottom
6172,the,bottom,row
6173,bottom,row,is
6174,row,is,uncomfort
6175,is,uncomfort,and
6176,send,and,end
6177,and,end,key
6178,end,key,are
6179,key,are,not
6180,are,not,where
6181,not,where,i
6182,where,i,expect
6183,i,expect,them
6184,expect,them,to
6185,them,to,be
6186,to,be,i
6187,be,i,have
6188,i,have,bought
6189,have,bought,this
6190,bought,this,nokia
6191,this,nokia,cell
6192,nokia,cell,phone
6193,cell,phone,a
6194,phone,a,few
6195,few,week,ago
6196,week,ago,and
6197,was,a,nightmar
6198,a,nightmar,it
6199,it,would,take
6200,would,take,too
6201,take,too,long
6202,too,long,to
6203,long,to,describ
6204,to,describ,how
6205,describ,how,bad
6206,how,bad,my
6207,bad,my,custom
6208,my,custom,servic
6209,custom,servic,experi
6210,servic,experi,has
6211,experi,has,been
6212,has,been,with
6213,been,with,amazon
6214,the,onli,veri
6215,onli,veri,disappoint
6216,veri,disappoint,thing
6217,disappoint,thing,was
6218,thing,was,there
6219,was,there,was
6220,was,no,speakerphon
6221,terribl,my,car
6222,my,car,will
6223,car,will,not
6224,will,not,accept
6225,not,accept,this
6226,accept,this,cassett
6227,product,is,useless
6228,is,useless,sinc
6229,useless,sinc,it
6230,sinc,it,doe
6231,doe,not,have
6232,not,have,enough
6233,have,enough,charg
6234,charg,current,to
6235,to,charg,the
6236,charg,the,cellphon
6237,the,cellphon,i
6238,cellphon,i,was
6239,i,was,plan
6240,was,plan,to
6241,plan,to,use
6242,s,not,what
6243,not,what,it
6244,what,it,say
6245,it,say,it
6246,stay,away,from
6247,away,from,the
6248,from,the,q
6249,use,and,dirti
6250,veri,unreli,servic
6251,unreli,servic,from
6252,servic,from,t
6253,from,t,mobil
6254,not,good,enough
6255,good,enough,for
6256,enough,for,the
6257,i,bought,two
6258,bought,two,of
6259,two,of,them
6260,of,them,and
6261,them,and,neither
6262,and,neither,will
6263,neither,will,charg
6264,it,look,veri
6265,look,veri,nice
6266,veri,nice,this
6267,this,is,an
6268,an,excel,tool
6269,excel,tool,especi
6270,tool,especi,when
6271,especi,when,pair
6272,when,pair,with
6273,pair,with,your
6274,with,your,phone
6275,your,phone,s
6276,phone,s,auto
6277,s,auto,answer
6278,i,have,read
6279,have,read,other
6280,read,other,s
6281,other,s,review
6282,s,review,here
6283,review,here,but
6284,here,but,i
6285,but,i,haven
6286,i,haven,t
6287,haven,t,had
6288,t,had,ani
6289,had,ani,problem
6290,ani,problem,with
6291,these,product,cover
6292,product,cover,up
6293,cover,up,the
6294,up,the,import
6295,the,import,light
6296,import,light,sensor
6297,light,sensor,abov
6298,sensor,abov,the
6299,comfort,in,my
6300,in,my,hand
6301,just,doe,not
6302,work,if,i
6303,if,i,take
6304,i,take,a
6305,take,a,pictur
6306,a,pictur,the
6307,pictur,the,batteri
6308,the,batteri,drop
6309,batteri,drop,a
6310,drop,a,bar
6311,a,bar,and
6312,bar,and,start
6313,and,start,beep
6314,start,beep,let
6315,beep,let,me
6316,let,me,know
6317,me,know,it
6318,know,it,die
6319,terribl,product,and
6320,product,and,wast
6321,and,wast,of
6322,last,time,buy
6323,time,buy,from
6324,buy,from,you
6325,was,a,wast
6326,wast,of,my
6327,of,my,money
6328,my,money,so
6329,far,it,has
6330,has,work,like
6331,a,charm,i
6332,i,have,onli
6333,had,it,for
6334,few,week,but
6335,week,but,so
6336,so,far,so
6337,so,good,but
6338,good,but,in
6339,but,in,ani
6340,in,ani,case
6341,ani,case,the
6342,case,the,best
6343,the,best,part
6344,best,part,is
6345,part,is,you
6346,is,you,can
6347,you,can,download
6348,can,download,these
6349,download,these,pictur
6350,these,pictur,to
6351,pictur,to,your
6352,to,your,laptop
6353,your,laptop,use
6354,laptop,use,ir
6355,use,ir,or
6356,ir,or,even
6357,or,even,send
6358,even,send,pictur
6359,send,pictur,from
6360,pictur,from,your
6361,from,your,laptop
6362,laptop,to,the
6363,phone,would,recommend
6364,this,item,it
6365,s,been,my
6366,been,my,choic
6367,choic,headset,for
6368,headset,for,year
6369,for,year,great
6370,year,great,sound
6371,great,sound,good
6372,sound,good,volum
6373,good,volum,good
6374,good,nois,cancel
6375,nice,case,feel
6376,case,feel,good
6377,feel,good,in
6378,good,in,your
6379,in,your,hand
6380,the,item,receiv
6381,item,receiv,was
6382,receiv,was,counterfeit
6383,just,realli,good
6384,realli,good,so
6385,far,probabl,the
6386,probabl,the,best
6387,the,best,bt
6388,best,bt,headset
6389,bt,headset,i
6390,work,fine,i
6391,headset,in,good
6392,in,good,time
6393,and,was,happi
6394,was,happi,with
6395,it,i,was
6396,was,veri,pleas
6397,veri,pleas,to
6398,pleas,to,see
6399,to,see,that
6400,see,that,i
6401,that,i,could
6402,i,could,replac
6403,could,replac,my
6404,replac,my,well
6405,my,well,travl
6406,well,travl,swivel
6407,travl,swivel,holster
6408,swivel,holster,for
6409,holster,for,my
6410,for,my,blackberri
6411,my,blackberri,flip
6412,my,sister,has
6413,sister,has,one
6414,has,one,also
6415,one,also,and
6416,also,and,she
6417,and,she,love
6418,she,love,it
6419,love,it,good
6420,it,good,qualiti
6421,good,qualiti,this
6422,qualiti,this,is
6423,this,is,by
6424,is,by,far
6425,by,far,the
6426,far,the,worst
6427,the,worst,purchas
6428,worst,purchas,i
6429,purchas,i,ve
6430,i,ve,made
6431,ve,made,on
6432,made,on,amazon
6433,on,amazon,excel
6434,excel,dual,purpos
6435,dual,purpos,headset
6436,purpos,headset,excel
6437,not,work,for
6438,work,for,listen
6439,for,listen,to
6440,listen,to,music
6441,to,music,with
6442,music,with,the
6443,with,the,cingular
6444,the,cingular,it
6445,it,seem,complet
6446,seem,complet,secur
6447,complet,secur,both
6448,secur,both,hold
6449,both,hold,on
6450,on,to,my
6451,to,my,belt
6452,my,belt,and
6453,belt,and,keep
6454,keep,the,iphon
6455,the,iphon,insid
6456,the,bottowm,line
6457,bottowm,line,anoth
6458,line,anoth,worthless
6459,anoth,worthless,cheap
6460,worthless,cheap,gimmick
6461,cheap,gimmick,from
6462,gimmick,from,sprint
6463,have,troubl,with
6464,troubl,with,volum
6465,volum,the,onli
6466,the,onli,good
6467,onli,good,thing
6468,good,thing,was
6469,thing,was,that
6470,was,that,it
6471,that,it,fit
6472,it,fit,comfort
6473,fit,comfort,on
6474,comfort,on,small
6475,on,small,ear
6476,warn,do,not
6477,not,buy,i
6478,i,am,pair
6479,am,pair,this
6480,pair,this,with
6481,this,with,my
6482,with,my,iphon
6483,my,iphon,and
6484,iphon,and,i
6485,and,i,could
6486,could,not,be
6487,not,be,happier
6488,be,happier,with
6489,when,it,open
6490,it,open,the
6491,open,the,batteri
6492,the,batteri,connect
6493,batteri,connect,is
6494,connect,is,broken
6495,is,broken,and
6496,the,devic,is
6497,devic,is,turn
6498,is,turn,off
6499,turn,off,i
6500,i,didn,t
6501,didn,t,want
6502,t,want,the
6503,want,the,clip
6504,the,clip,go
6505,clip,go,over
6506,go,over,the
6507,over,the,top
6508,the,top,of
6509,top,of,my
6510,of,my,ear
6511,my,ear,caus
6512,ear,caus,discomfort
6513,best,headset,ever
6514,don,t,trust
6515,t,trust,their
6516,trust,their,websit
6517,their,websit,and
6518,websit,and,don
6519,and,don,t
6520,don,t,expect
6521,t,expect,ani
6522,expect,ani,help
6523,ani,help,support
6524,was,that,loud
6525,that,loud,glad
6526,loud,glad,to
6527,glad,to,say
6528,to,say,that
6529,say,that,the
6530,that,the,plantron
6531,the,plantron,maintain
6532,plantron,maintain,a
6533,maintain,a,flawless
6534,a,flawless,connect
6535,flawless,connect,to
6536,connect,to,my
6537,to,my,cell
6538,my,cell,and
6539,cell,and,with
6540,and,with,no
6541,with,no,static
6542,no,static,dure
6543,static,dure,normal
6544,dure,normal,use
6545,normal,use,the
6546,the,speaker,is
6547,speaker,is,of
6548,is,of,low
6549,of,low,qualiti
6550,low,qualiti,so
6551,qualiti,so,as
6552,so,as,make
6553,as,make,the
6554,make,the,ring
6555,the,ring,tone
6556,ring,tone,sound
6557,tone,sound,veri
6558,sound,veri,cheap
6559,fit,comfort,came
6560,comfort,came,with
6561,came,with,three
6562,with,three,size
6563,three,size,of
6564,size,of,earbud
6565,of,earbud,tip
6566,excel,product,for
6567,veri,high,qualiti
6568,high,qualiti,chines
6569,qualiti,chines,crap
6570,it,was,quit
6571,was,quit,comfort
6572,quit,comfort,in
6573,comfort,in,the
6574,ear,great,phone
6575,phone,don,t
6576,this,product,it
6577,product,it,fail
6578,it,fail,everyth
6579,everyth,about,this
6580,about,this,product
6581,product,is,wrong
6582,is,wrong,first
6583,the,pair,of
6584,of,the,two
6585,the,two,devic
6586,two,devic,was
6587,devic,was,so
6588,was,so,easi
6589,so,easi,it
6590,easi,it,bare
6591,it,bare,took
6592,bare,took,a
6593,took,a,coupl
6594,a,coupl,minut
6595,coupl,minut,befor
6596,minut,befor,i
6597,befor,i,start
6598,i,start,make
6599,start,make,call
6600,make,call,with
6601,with,the,voic
6602,the,voic,dial
6603,voic,dial,featur
6604,this,was,utter
6605,was,utter,confus
6606,utter,confus,at
6607,confus,at,first
6608,at,first,which
6609,first,which,caus
6610,which,caus,me
6611,caus,me,to
6612,me,to,lose
6613,to,lose,a
6614,lose,a,coupl
6615,a,coupl,of
6616,coupl,of,veri
6617,of,veri,veri
6618,veri,veri,import
6619,terribl,phone,holder
6620,cutout,and,button
6621,and,button,are
6622,button,are,place
6623,are,place,perfect
6624,i,love,be
6625,love,be,abl
6626,be,abl,to
6627,abl,to,use
6628,to,use,one
6629,use,one,headset
6630,one,headset,for
6631,headset,for,both
6632,for,both,by
6633,both,by,land
6634,by,land,line
6635,land,line,and
6636,line,and,cell
6637,problem,is,that
6638,ear,loop,are
6639,loop,are,made
6640,are,made,of
6641,made,of,weak
6642,of,weak,materi
6643,weak,materi,and
6644,materi,and,break
6645,and,break,easili
6646,not,near,as
6647,look,as,the
6648,as,the,amazon
6649,the,amazon,pictur
6650,amazon,pictur,make
6651,pictur,make,it
6652,make,it,look
6653,but,despit,these
6654,despit,these,few
6655,these,few,flaw
6656,few,flaw,this
6657,flaw,this,case
6658,this,case,is
6659,case,is,of
6660,is,of,except
6661,of,except,qualiti
6662,except,qualiti,and
6663,qualiti,and,well
6664,and,well,worth
6665,well,worth,the
6666,worth,the,addit
6667,the,addit,cost
6668,addit,cost,of
6669,cost,of,own
6670,of,own,an
6671,own,an,offici
6672,an,offici,oem
6673,offici,oem,product
6674,how,stupid,is
6675,stupid,is,that
6676,is,that,i
6677,that,i,can
6678,i,can,hear
6679,can,hear,while
6680,hear,while,i
6681,while,i,m
6682,i,m,drive
6683,m,drive,in
6684,drive,in,the
6685,car,and,usual
6686,and,usual,don
6687,usual,don,t
6688,don,t,even
6689,t,even,have
6690,to,put,it
6691,put,it,on
6692,it,on,it
6693,s,loudest,set
6694,seller,ship,quick
6695,ship,quick,and
6696,quick,and,much
6697,and,much,cheaper
6698,much,cheaper,than
6699,cheaper,than,the
6700,than,the,competitor
6701,good,show,samsung
6702,so,i,bought
6703,i,bought,about
6704,bought,about,of
6705,about,of,these
6706,of,these,and
6707,these,and,save
6708,and,save,alot
6709,save,alot,of
6710,alot,of,money
6711,of,money,it
6712,it,alway,cut
6713,alway,cut,out
6714,cut,out,and
6715,out,and,make
6716,and,make,a
6717,make,a,beep
6718,a,beep,beep
6719,beep,beep,beep
6720,sound,then,say
6721,then,say,signal
6722,say,signal,fail
6723,couldn,t,figur
6724,t,figur,it
6725,figur,it,out
6726,it,out,my
6727,out,my,phone
6728,my,phone,sound
6729,phone,sound,ok
6730,sound,ok,not
6731,ok,not,great
6732,great,ok,but
6733,ok,but,my
6734,but,my,wife
6735,my,wife,s
6736,wife,s,phone
6737,s,phone,was
6738,phone,was,almost
6739,was,almost,total
6740,almost,total,unintellig
6741,total,unintellig,she
6742,unintellig,she,couldn
6743,she,couldn,t
6744,couldn,t,understand
6745,t,understand,a
6746,understand,a,word
6747,a,word,be
6748,word,be,said
6749,be,said,on
6750,it,so,i
6751,so,i,had
6752,had,to,take
6753,to,take,the
6754,take,the,batteri
6755,the,batteri,out
6756,batteri,out,of
6757,phone,put,it
6758,put,it,all
6759,it,all,back
6760,all,back,togeth
6761,back,togeth,and
6762,togeth,and,then
6763,and,then,restart
6764,then,restart,it
6765,it,while,i
6766,while,i,manag
6767,i,manag,to
6768,manag,to,bend
6769,to,bend,the
6770,bend,the,leaf
6771,the,leaf,spring
6772,leaf,spring,back
6773,spring,back,in
6774,back,in,place
6775,in,place,the
6776,place,the,metal
6777,the,metal,now
6778,metal,now,has
6779,now,has,enough
6780,has,enough,stress
6781,enough,stress,that
6782,stress,that,it
6783,that,it,will
6784,it,will,break
6785,will,break,on
6786,break,on,the
6787,on,the,next
6788,the,next,drop
6789,leopard,print,is
6790,print,is,wonder
6791,is,wonder,wild
6792,work,for,me
6793,saggi,floppi,piec
6794,floppi,piec,of
6795,much,better,than
6796,than,the,hard
6797,the,hard,plastic
6798,hard,plastic,case
6799,case,it,also
6800,it,also,had
6801,also,had,a
6802,had,a,new
6803,a,new,problem
6804,phone,work,good
